date,price,last_sale_price_in _hour,average_price,sd_of_purchase_prices_in_hour,sd_of _sale_prices_in_hour,number_of_trades,number_of_buys,number_of_sales,number_of_announcements,order_flow,change_price,log_price
19/08/96 14:00,1.4888,1.4887,1.48875,0.648716682,0.534492112,216,102,-114,0,-12,-0.000268637,-0.000116667
19/08/96 15:00,1.4875,1.488,1.48775,0.702376917,0.822551463,297,156,-141,1,15,-0.000873568,-0.000379386
19/08/96 16:00,1.4878,1.488,1.4879,0.332574895,0.528218848,200,87,-113,0,-26,0.00020166,8.758E-05
19/08/96 17:00,1.488,1.4878,1.4879,0.918950323,0.545560596,103,61,-42,0,19,0.000134418,5.83768E-05
19/08/96 18:00,1.4872,1.4879,1.48755,0.664663658,0.48074017,76,41,-35,0,6,-0.000537779,-0.000233554
20/08/96 6:00,1.4881,1.4873,1.4877,0.37859389,0.758287544,18,5,-13,0,-8,0.000604981,0.00026274
20/08/96 7:00,1.489,1.49,1.4895,0.620035841,0.667083203,70,36,-34,0,2,0.000604615,0.000262581
20/08/96 8:00,1.4887,1.4885,1.4886,0.441330633,0.733763648,112,68,-44,4,24,-0.000201498,-8.75094E-05
20/08/96 9:00,1.4909,1.4894,1.49015,0.841895408,0.770871211,484,231,-253,2,-22,0.001476709,0.000641326
20/08/96 10:00,1.4901,1.49,1.49005,0.149747262,0.148477118,296,156,-140,2,16,-0.000536733,-0.0002331
20/08/96 11:00,1.4905,1.4909,1.4907,0.396480731,0.659660151,220,132,-88,1,44,0.000268402,0.000116566
20/08/96 12:00,1.49,1.49,1.49,0.25878504,0.538446137,158,92,-66,0,26,-0.000335514,-0.000145712
20/08/96 13:00,1.4905,1.4903,1.4904,0.4731423,0.505125247,111,61,-50,3,11,0.000335514,0.000145712
20/08/96 14:00,1.4918,1.4917,1.49175,0.505125247,0.579118976,339,180,-159,1,21,0.00087181,0.000378622
20/08/96 15:00,1.4907,1.4905,1.4906,0.245412454,0.365459445,232,113,-119,1,-6,-0.000737636,-0.000320351
20/08/96 16:00,1.4893,1.4892,1.48925,0.780976467,0.696038574,249,86,-163,0,-77,-0.000939597,-0.000408062
20/08/96 17:00,1.4886,1.4887,1.48865,0.469929073,0.29336088,145,70,-75,0,-5,-0.00047013,-0.000204175
20/08/96 18:00,1.4889,1.49,1.48945,0.389405141,0.717828516,67,40,-27,0,13,0.000201511,8.75153E-05
21/08/96 6:00,1.4878,1.4857,1.48675,0.173205081,0.53789714,22,4,-18,0,-14,-0.000739074,-0.000320976
21/08/96 7:00,1.4876,1.4876,1.4876,0.621288983,0.351619629,94,46,-48,0,-2,-0.000134436,-5.83847E-05
21/08/96 8:00,1.489,1.4889,1.48895,0.622068884,0.487028715,199,110,-89,1,21,0.000940671,0.000408528
21/08/96 9:00,1.487,1.4871,1.48705,0.754531763,0.754180269,417,165,-252,2,-87,-0.001344086,-0.000583729
21/08/96 10:00,1.4857,1.4854,1.48555,0.630055313,0.637941766,672,317,-355,0,-38,-0.000874626,-0.000379845
21/08/96 11:00,1.4858,1.4849,1.48535,0.488659267,0.336650165,248,115,-133,1,-18,6.73E-05,2.92307E-05
21/08/96 12:00,1.4853,1.4853,1.4853,0.767325145,0.28025962,172,88,-84,0,4,-0.000336576,-0.000146173
21/08/96 13:00,1.4834,1.4833,1.48335,0.603713257,0.925726578,371,205,-166,2,39,-0.001280022,-0.000555906
21/08/96 14:00,1.4837,1.4836,1.48365,0.391868098,0.459907764,279,131,-148,2,-17,0.000202218,8.7822E-05
21/08/96 15:00,1.481,1.4821,1.48155,0.701297499,0.450168319,298,146,-152,2,-6,-0.001821433,-0.000791038
21/08/96 16:00,1.4818,1.4816,1.4817,0.806178791,0.518739732,294,142,-152,1,-10,0.00054003,0.000234532
21/08/96 17:00,1.4825,1.4827,1.4826,0.585273829,0.807305657,141,70,-71,1,-1,0.000472287,0.000205112
21/08/96 18:00,1.4821,1.4821,1.4821,0.352802632,0.689283041,74,40,-34,0,6,-0.000269851,-0.000117195
22/08/96 6:00,1.4845,1.4846,1.48455,0.63170216,0.777664391,74,40,-34,0,6,0.001618014,0.000702695
22/08/96 7:00,1.4846,1.4842,1.4844,0.433711956,0.368932394,96,62,-34,0,28,6.74E-05,2.92543E-05
22/08/96 8:00,1.482,1.4834,1.4827,1.060410155,0.909378742,155,71,-84,1,-13,-0.001752849,-0.000761253
22/08/96 9:00,1.4843,1.4841,1.4842,0.772785203,0.250302847,253,134,-119,2,15,0.001550754,0.000673484
22/08/96 10:00,1.4841,1.484,1.48405,0.67689129,0.150504203,249,166,-83,1,83,-0.000134753,-5.85224E-05
22/08/96 11:00,1.4844,1.4842,1.4843,0.531721048,0.234843597,167,78,-89,1,-11,0.000202122,8.77806E-05
22/08/96 12:00,1.491,1.4916,1.4913,1.950349619,2.048946514,324,192,-132,2,60,0.004436386,0.001926698
22/08/96 13:00,1.4957,1.4955,1.4956,2.351192476,2.128379665,1091,650,-441,1,209,0.003147289,0.00136685
22/08/96 14:00,1.4929,1.4929,1.4929,0.911874526,1.06894879,470,217,-253,1,-36,-0.001873788,-0.000813776
22/08/96 15:00,1.4934,1.4934,1.4934,0.407784108,0.481396328,276,139,-137,0,2,0.000334863,0.000145429
22/08/96 16:00,1.4956,1.496,1.4958,0.687992248,0.915357191,254,150,-104,0,46,0.001472065,0.000639309
22/08/96 17:00,1.4918,1.4919,1.49185,1.518047989,1.415391583,287,127,-160,1,-33,-0.00254402,-0.001104854
22/08/96 18:00,1.4924,1.4917,1.49205,1.006343516,0.340854541,110,48,-62,1,-14,0.000402118,0.000174638
23/08/96 6:00,1.488,1.4887,1.48835,0.536449231,0.593950989,42,21,-21,1,0,-0.002952626,-0.001282309
23/08/96 7:00,1.4907,1.4905,1.4906,0.746912838,0.610700045,164,70,-94,1,-24,0.001812872,0.00078732
23/08/96 8:00,1.4918,1.4917,1.49175,0.546268332,0.277843427,245,119,-126,4,-7,0.000737636,0.000320351
23/08/96 9:00,1.4902,1.49,1.4901,0.592119971,0.969848473,362,183,-179,3,4,-0.001073105,-0.000466044
23/08/96 10:00,1.4915,1.4903,1.4909,0.71663143,0.573862511,234,101,-133,3,-32,0.000871986,0.000378699
23/08/96 11:00,1.4901,1.4901,1.4901,0.383761289,0.23915888,149,77,-72,1,5,-0.000939093,-0.000407843
23/08/96 12:00,1.4896,1.4893,1.48945,0.467990546,0.450168319,201,99,-102,1,-3,-0.000335604,-0.000145751
23/08/96 13:00,1.4883,1.4886,1.48845,0.798673142,0.80094641,304,129,-175,1,-46,-0.000873099,-0.000379182
23/08/96 14:00,1.4877,1.4877,1.4877,0.625408957,0.666515134,343,171,-172,2,-1,-0.000403226,-0.000175119
23/08/96 15:00,1.4865,1.4881,1.4873,0.886728752,0.706249162,200,99,-101,2,-2,-0.00080694,-0.000350449
23/08/96 16:00,1.4871,1.486,1.48655,0.525919109,0.805050347,186,95,-91,2,4,0.000403551,0.00017526
23/08/96 17:00,1.4855,1.4864,1.48595,0.619139187,0.658280589,115,60,-55,0,5,-0.001076499,-0.000467517
23/08/96 18:00,1.4791,1.479,1.47905,3.47313281,3.181861472,290,115,-175,0,-60,-0.004317621,-0.001875119
26/08/96 6:00,1.4781,1.4781,1.4781,0.754036755,0.116904519,22,10,-12,0,-2,-0.000676315,-0.00029372
26/08/96 7:00,1.4791,1.479,1.47905,0.560843521,0.317089033,61,26,-35,2,-9,0.000676315,0.00029372
26/08/96 8:00,1.4805,1.4793,1.4799,0.704692067,0.904868984,161,82,-79,2,3,0.000946074,0.000410875
26/08/96 9:00,1.4786,1.4786,1.4786,0.231431644,0.304511531,164,78,-86,0,-8,-0.001284174,-0.00055771
26/08/96 10:00,1.4775,1.4773,1.4774,0.431698548,0.360555128,298,137,-161,0,-24,-0.000744224,-0.000323212
26/08/96 11:00,1.4782,1.4777,1.47795,0.241679728,0.327062222,199,88,-111,1,-23,0.000473661,0.000205708
26/08/96 12:00,1.4779,1.4778,1.47785,0.163299316,0.302371578,78,37,-41,1,-4,-0.00020297,-8.81488E-05
26/08/96 13:00,1.4788,1.4787,1.47875,0.350324525,0.864355894,118,69,-49,1,20,0.000608787,0.000264393
26/08/96 14:00,1.477,1.477,1.477,0.905663995,0.861288675,238,86,-152,0,-66,-0.001217945,-0.000528947
26/08/96 15:00,1.4776,1.4777,1.47765,0.31079078,0.421037679,194,99,-95,1,4,0.000406146,0.000176387
26/08/96 16:00,1.478,1.4779,1.47795,0.428174419,0.412218683,112,50,-62,0,-12,0.000270673,0.000117552
26/08/96 17:00,1.4796,1.4796,1.4796,0.647840235,0.867030809,129,74,-55,0,19,0.001081958,0.000469889
26/08/96 18:00,1.4797,1.4799,1.4798,0.364067926,0.216712449,40,30,-10,0,20,6.76E-05,2.93512E-05
27/08/96 6:00,1.4768,1.4769,1.47685,0.49272485,0.194079022,32,18,-14,0,4,-0.00196178,-0.00085199
27/08/96 7:00,1.4746,1.4745,1.47455,0.726636085,0.712018045,186,84,-102,0,-18,-0.001490818,-0.000647454
27/08/96 8:00,1.4746,1.4746,1.4746,0.43275019,0.799005063,343,169,-174,2,-5,0,0
27/08/96 9:00,1.4752,1.4753,1.47525,0.401040314,0.685510206,276,122,-154,0,-32,0.000406807,0.000176674
27/08/96 10:00,1.4756,1.4762,1.4759,0.274689908,0.367938565,205,118,-87,1,31,0.000271113,0.000117743
27/08/96 11:00,1.475,1.4747,1.47485,0.372847357,0.530008576,210,99,-111,0,-12,-0.000406697,-0.000176626
27/08/96 12:00,1.4751,1.4748,1.47495,0.778644899,0.798862828,157,61,-96,0,-35,6.78E-05,2.94427E-05
27/08/96 13:00,1.4752,1.4747,1.47495,0.50871198,0.398767039,89,44,-45,1,-1,6.78E-05,2.94407E-05
27/08/96 14:00,1.4763,1.4764,1.47635,0.562946792,0.647793458,242,138,-104,0,34,0.000745384,0.000323716
27/08/96 15:00,1.4779,1.4778,1.47785,0.784460826,0.583095189,261,139,-122,1,17,0.001083204,0.000470429
27/08/96 16:00,1.4779,1.478,1.47795,0.518389113,0.403018911,263,143,-120,0,23,0,0
27/08/96 17:00,1.4788,1.4799,1.47935,0.793295772,0.861772311,155,91,-64,0,27,0.000608787,0.000264393
27/08/96 18:00,1.479,1.4788,1.4789,0.555795908,0.362284419,83,44,-39,0,5,0.000135236,5.87321E-05
28/08/96 6:00,1.4817,1.4809,1.4813,1.064633479,0.605805249,39,24,-15,0,9,0.001823894,0.000792107
28/08/96 7:00,1.4799,1.4799,1.4799,0.71789887,0.897935342,193,96,-97,0,-1,-0.001215559,-0.000527911
28/08/96 8:00,1.4799,1.4798,1.47985,0.527142095,0.589491306,290,159,-131,1,28,0,0
28/08/96 9:00,1.4794,1.4792,1.4793,0.177525073,0.393892771,307,156,-151,1,5,-0.000337918,-0.000146756
28/08/96 10:00,1.4791,1.4791,1.4791,0.227469612,0.42604595,248,122,-126,2,-4,-0.000202805,-8.80773E-05
28/08/96 11:00,1.4789,1.479,1.47895,0.320392751,0.532290647,212,115,-97,0,18,-0.000135227,-5.87281E-05
28/08/96 12:00,1.4791,1.4791,1.4791,0.728635088,0.344656175,127,51,-76,2,-25,0.000135227,5.87281E-05
28/08/96 13:00,1.4773,1.4779,1.4776,0.781752111,0.97886762,184,84,-100,1,-16,-0.001217697,-0.000528839
28/08/96 14:00,1.4773,1.4778,1.47755,0.519615242,0.543487615,211,78,-133,0,-55,0,0
28/08/96 15:00,1.4766,1.4764,1.4765,0.65151339,0.86058472,376,199,-177,1,22,-0.00047395,-0.000205834
28/08/96 16:00,1.4761,1.4761,1.4761,0.726709062,0.415878042,301,139,-162,0,-23,-0.000338673,-0.000147084
28/08/96 17:00,1.4759,1.4745,1.4752,0.35791907,0.583614651,113,44,-69,0,-25,-0.000135501,-5.88475E-05
28/08/96 18:00,1.4765,1.4757,1.4761,0.786630713,0.412218683,66,30,-36,0,-6,0.000406449,0.000176519
29/08/96 6:00,1.478,1.4783,1.47815,0.192353841,0.258843582,17,11,-6,0,5,0.0010154,0.000440983
29/08/96 7:00,1.48,1.4787,1.47935,0.507145906,0.280583807,75,34,-41,0,-7,0.001352265,0.000587281
29/08/96 8:00,1.4757,1.4757,1.4757,1.15941469,1.126808311,237,100,-137,1,-37,-0.002909634,-0.001263638
29/08/96 9:00,1.4763,1.4764,1.47635,0.365563078,0.612681637,354,168,-186,2,-18,0.000406504,0.000176542
29/08/96 10:00,1.4765,1.4766,1.47655,0.502418394,0.282306517,207,112,-95,0,17,0.000135465,5.88315E-05
29/08/96 11:00,1.4759,1.4766,1.47625,0.221564684,0.478064279,153,80,-73,1,7,-0.000406449,-0.000176519
29/08/96 12:00,1.4774,1.4774,1.4774,0.6244998,0.433711956,180,95,-85,1,10,0.001015813,0.000441162
29/08/96 13:00,1.478,1.477,1.4775,0.421037679,0.448228838,141,77,-64,5,13,0.000406036,0.000176339
29/08/96 14:00,1.4779,1.4779,1.4779,0.425245027,0.434497271,265,147,-118,2,29,-6.77E-05,-2.93849E-05
29/08/96 15:00,1.4795,1.4796,1.47955,0.573400278,0.671666855,273,157,-116,5,41,0.001082032,0.00046992
29/08/96 16:00,1.4795,1.4795,1.4795,0.444835686,0.433449868,241,129,-112,0,17,0,0
29/08/96 17:00,1.481,1.4815,1.48125,0.551856371,1.040017482,190,110,-80,1,30,0.001013342,0.000440089
29/08/96 18:00,1.4797,1.4797,1.4797,1.016343714,0.719164077,112,68,-44,0,24,-0.000878171,-0.000381385
30/08/96 6:00,1.475,1.4748,1.4749,0.600231437,0.601618188,92,37,-55,0,-18,-0.003181375,-0.001381653
30/08/96 7:00,1.4755,1.4756,1.47555,0.456933123,0.497265248,140,65,-75,0,-10,0.000338926,0.000147194
30/08/96 8:00,1.4759,1.4762,1.47605,0.319445542,0.689971453,197,74,-123,0,-49,0.000271058,0.000117719
30/08/96 9:00,1.479,1.4788,1.4789,0.874339578,0.876286932,419,229,-190,1,39,0.002098211,0.000911241
30/08/96 10:00,1.4792,1.4793,1.47925,0.298481003,0.299873711,301,187,-114,1,73,0.000135217,5.87242E-05
30/08/96 11:00,1.4804,1.4804,1.4804,0.418511069,0.3895413,218,105,-113,1,-8,0.00081092,0.000352178
30/08/96 12:00,1.4818,1.48,1.4809,0.678400525,0.172986249,152,85,-67,1,18,0.000945243,0.000410514
30/08/96 13:00,1.4813,1.481,1.48115,0.435889894,0.582250076,248,143,-105,2,38,-0.000337484,-0.000146568
30/08/96 14:00,1.4828,1.483,1.4829,0.464089203,0.769887831,398,207,-191,2,16,0.001012112,0.000439555
30/08/96 15:00,1.4806,1.4805,1.48055,1.178597009,1.01395565,236,124,-112,2,12,-0.001484781,-0.000644832
30/08/96 16:00,1.4784,1.4784,1.4784,0.993005844,0.660027548,351,140,-211,1,-71,-0.001486989,-0.000645791
30/08/96 17:00,1.4805,1.4805,1.4805,0.92092674,1.092037295,137,61,-76,0,-15,0.001419447,0.000616458
30/08/96 18:00,1.479,1.479,1.479,0.630696264,0.247487373,50,28,-22,0,6,-0.001013685,-0.000440238
31/08/96 6:00,1.4818,1.482,1.4819,0.264575131,0.21602469,9,4,-5,0,-1,0.001891381,0.000821416
31/08/96 7:00,1.484,1.4827,1.48335,0.698212002,0.374165739,57,21,-36,0,-15,0.00148358,0.00064431
31/08/96 8:00,1.4826,1.4827,1.48265,0.427377486,0.38720052,165,85,-80,0,5,-0.000943842,-0.000409905
31/08/96 9:00,1.4822,1.4835,1.48285,0.415604707,0.358024885,215,116,-99,0,17,-0.000269833,-0.000117187
31/08/96 10:00,1.4833,1.483,1.48315,0.372847357,0.382475985,233,123,-110,0,13,0.000741865,0.000322188
31/08/96 11:00,1.4832,1.4833,1.48325,0.686007333,0.183195541,131,87,-44,0,43,-6.74E-05,-2.92799E-05
31/08/96 12:00,1.4831,1.4809,1.482,0.291391645,0.678847062,119,61,-58,0,3,-6.74E-05,-2.92819E-05
31/08/96 13:00,1.4833,1.4832,1.48325,0.700129858,0.528474895,69,39,-30,0,9,0.000134844,5.85618E-05
31/08/96 14:00,1.483,1.4829,1.48295,0.391868098,0.155505042,90,66,-24,0,42,-0.000202272,-8.78457E-05
31/08/96 15:00,1.4856,1.4856,1.4856,1.018287332,1.35165443,166,87,-79,0,8,0.001751668,0.00076074
31/08/96 16:00,1.4867,1.4867,1.4867,0.608824003,0.552871293,111,65,-46,0,19,0.000740168,0.000321451
