date,price,last_sale_price_in _hour,average_price,sd_of_purchase_prices_in_hour,sd_of _sale_prices_in_hour,number_of_trades,number_of_buys,number_of_sales,number_of_announcements,order_flow,change_price,log_price
21/06/96 6:00,1.5268,1.5268,1.5268,0.565685425,0.533630869,64,48,-16,0,32,0.002229363,0.0009682
21/06/96 7:00,1.5265,1.5255,1.526,0.299494524,0.370060055,85,56,-29,1,27,-0.000196509,-8.53426E-05
21/06/96 8:00,1.5266,1.5265,1.52655,0.674817596,0.334278962,204,100,-104,1,-4,6.55E-05,2.84494E-05
21/06/96 9:00,1.5255,1.5262,1.52585,0.355050146,0.331662479,284,149,-135,1,14,-0.000720815,-0.000313046
21/06/96 10:00,1.5259,1.5258,1.52585,0.469687194,0.192275056,177,77,-100,1,-23,0.000262175,0.000113861
21/06/96 11:00,1.5267,1.5267,1.5267,0.183195541,0.203752672,159,87,-72,0,15,0.000524143,0.000227633
21/06/96 12:00,1.5267,1.5265,1.5266,0.162135372,0.40028399,150,75,-75,1,0,0,0
21/06/96 13:00,1.5288,1.528,1.5284,0.724202801,0.57121614,444,220,-224,0,-4,0.001374571,0.000596968
21/06/96 14:00,1.5273,1.5273,1.5273,0.676163419,0.45126086,223,99,-124,0,-25,-0.000981643,-0.000426322
21/06/96 15:00,1.5284,1.5283,1.52835,0.38720052,0.523030215,178,94,-84,2,10,0.000719966,0.000312677
21/06/96 16:00,1.5303,1.5279,1.5291,1.09986225,0.699133663,245,147,-98,0,49,0.001242358,0.000539549
21/06/96 17:00,1.5321,1.5325,1.5323,1.728613913,1.586782527,317,181,-136,0,45,0.001175549,0.000510534
21/06/96 18:00,1.5324,1.5325,1.53245,0.670312003,0.410419839,76,44,-32,0,12,0.000195791,8.50307E-05
24/06/96 6:00,1.5296,1.5298,1.5297,0.312516666,1.071492062,38,8,-30,0,-22,-0.001828871,-0.000794268
24/06/96 7:00,1.5319,1.5317,1.5318,0.598027059,0.840021645,109,50,-59,1,-9,0.001502532,0.000652541
24/06/96 8:00,1.5326,1.5325,1.53255,0.465149047,0.30895719,235,117,-118,1,-1,0.000456845,0.000198405
24/06/96 9:00,1.5339,1.5339,1.5339,0.70967342,0.600694043,296,145,-151,1,-6,0.000847872,0.000368226
24/06/96 10:00,1.534,1.5336,1.5338,0.64308678,0.334278962,247,152,-95,1,57,6.52E-05,2.83122E-05
24/06/96 11:00,1.5338,1.5338,1.5338,0.235326981,0.223437334,162,79,-83,1,-4,-0.000130387,-5.66262E-05
24/06/96 12:00,1.5325,1.5325,1.5325,0.668784515,0.673930129,189,97,-92,0,5,-0.000847928,-0.00036825
24/06/96 13:00,1.5328,1.5323,1.53255,0.334278962,0.603713257,162,74,-88,2,-14,0.000195739,8.50085E-05
24/06/96 14:00,1.5316,1.531,1.5313,0.442924168,0.536755122,179,82,-97,0,-15,-0.000783188,-0.000340134
24/06/96 15:00,1.5307,1.5306,1.53065,0.59058266,0.443385734,271,117,-154,1,-37,-0.000587794,-0.000255275
24/06/96 16:00,1.5315,1.5313,1.5314,0.446111143,0.388470193,241,84,-157,2,-73,0.0005225,0.000226919
24/06/96 17:00,1.5304,1.5301,1.53025,0.554977477,0.475458312,148,82,-66,1,16,-0.000718508,-0.000312044
24/06/96 18:00,1.5294,1.5295,1.52945,0.405193556,0.706249162,72,35,-37,0,-2,-0.000653638,-0.000283871
25/06/96 6:00,1.5308,1.5303,1.53055,0.593295879,0.484030696,55,17,-38,0,-21,0.000914973,0.000397368
25/06/96 7:00,1.5321,1.5305,1.5313,0.729133982,0.53935989,77,32,-45,0,-13,0.000848869,0.000368659
25/06/96 8:00,1.5316,1.5317,1.53165,0.938406128,0.889671373,210,106,-104,1,2,-0.000326403,-0.000141755
25/06/96 9:00,1.5316,1.5301,1.53085,0.362963392,0.608027113,220,111,-109,0,2,0,0
25/06/96 10:00,1.5322,1.5321,1.53215,0.564277495,0.364317544,245,130,-115,1,15,0.00039167,0.0001701
25/06/96 11:00,1.5334,1.5333,1.53335,0.482103975,0.714567044,252,148,-104,3,44,0.000782881,0.000340001
25/06/96 12:00,1.5335,1.5337,1.5336,0.314666731,0.420947704,171,90,-81,2,9,6.52E-05,2.83214E-05
25/06/96 13:00,1.536,1.5344,1.5352,0.846874825,0.468071479,317,166,-151,0,15,0.00162893,0.000707435
25/06/96 14:00,1.5329,1.5337,1.5333,0.429234696,0.290767011,228,122,-106,1,16,-0.002020269,-0.000877391
25/06/96 15:00,1.5327,1.5331,1.5329,0.494208887,0.51581063,253,124,-129,4,-5,-0.00013048,-5.66668E-05
25/06/96 16:00,1.5322,1.5324,1.5323,0.448144322,0.690794448,206,84,-122,1,-38,-0.000326275,-0.000141699
25/06/96 17:00,1.5302,1.5302,1.5302,0.765694377,0.658453192,258,90,-168,1,-78,-0.001306165,-0.00056726
25/06/96 18:00,1.5308,1.5306,1.5307,0.674199862,0.875006493,151,57,-94,0,-37,0.000392029,0.000170256
26/06/96 6:00,1.528,1.5287,1.52835,0.41866189,0.681909085,30,13,-17,0,-4,-0.001830784,-0.000795099
26/06/96 7:00,1.53,1.5293,1.52965,0.5605733,0.878428349,100,41,-59,1,-18,0.001308045,0.000568077
26/06/96 8:00,1.5293,1.5293,1.5293,0.383761289,0.596136551,283,150,-133,1,17,-0.000457621,-0.000198742
26/06/96 9:00,1.5285,1.5286,1.52855,0.926871571,0.655512753,509,231,-278,0,-47,-0.000523252,-0.000227245
26/06/96 10:00,1.5289,1.5288,1.52885,0.295803989,0.631496539,268,113,-155,2,-42,0.00026166,0.000113638
26/06/96 11:00,1.529,1.5311,1.53005,0.173205081,1.216552506,24,17,-7,0,10,6.54E-05,2.84048E-05
4/07/96 11:00,1.5213,1.5213,1.5213,0.141421356,0.9,32,16,-16,0,0,0,-0.00219262
4/07/96 12:00,1.5213,1.5214,1.52135,0.120604538,0.213626692,80,49,-31,1,18,0,0
4/07/96 13:00,1.5215,1.5213,1.5214,0.166332999,0.23915888,69,29,-40,0,-11,0.000131458,5.70914E-05
4/07/96 14:00,1.5213,1.5212,1.52125,0.221564684,0.206522433,103,41,-62,0,-21,-0.000131458,-5.70914E-05
4/07/96 15:00,1.5208,1.5225,1.52165,0.621874001,0.40973014,85,36,-49,2,-13,-0.00032872,-0.000142761
4/07/96 16:00,1.5235,1.5235,1.5235,0.984847319,0.805323199,180,99,-81,0,18,0.001773807,0.000770355
4/07/96 17:00,1.5247,1.5246,1.52465,0.723784247,0.62643774,72,42,-30,0,12,0.00078735,0.000341942
4/07/96 18:00,1.5235,1.5235,1.5235,0.556477014,0.30394235,23,11,-12,0,-1,-0.00078735,-0.000341942
5/07/96 6:00,1.5249,1.5245,1.5247,0.565685425,0.242212028,23,15,-8,0,7,0.000918515,0.000398906
5/07/96 7:00,1.526,1.5261,1.52605,0.613237805,0.484674211,166,100,-66,0,34,0.000721099,0.000313169
5/07/96 8:00,1.526,1.5258,1.5259,0.685510206,0.646435448,175,89,-86,1,3,0,0
5/07/96 9:00,1.5259,1.5258,1.52585,0.496273996,0.222076973,182,87,-95,0,-8,-6.55E-05,-2.84606E-05
5/07/96 10:00,1.5265,1.5263,1.5264,0.501739399,0.492365964,116,53,-63,0,-10,0.000393133,0.000170736
5/07/96 11:00,1.5268,1.5267,1.52675,0.415239982,0.423101822,219,116,-103,2,13,0.000196509,8.53426E-05
5/07/96 12:00,1.5263,1.5262,1.52625,0.490824909,0.751160718,112,60,-52,3,8,-0.000327536,-0.000142247
5/07/96 13:00,1.5268,1.5268,1.5268,0.256904652,0.180067327,79,42,-37,1,5,0.000327536,0.000142247
5/07/96 14:00,1.5264,1.5267,1.52655,0.970317037,1.108199468,478,229,-249,1,-20,-0.00026202,-0.000113794
5/07/96 15:00,1.5261,1.526,1.52605,0.493825512,0.691287775,226,126,-100,1,26,-0.00019656,-8.5365E-05
5/07/96 16:00,1.5275,1.5275,1.5275,0.977473552,0.820338068,179,98,-81,0,17,0.000916951,0.000398227
5/07/96 17:00,1.5297,1.5296,1.52965,0.555959449,0.573400278,176,109,-67,0,42,0.001439226,0.000625048
5/07/96 18:00,1.5299,1.5299,1.5299,0.904031375,0.618208556,175,108,-67,0,41,0.000130736,5.67779E-05
8/07/96 6:00,1.5285,1.53,1.52925,0.452668853,0.439967531,51,31,-20,0,11,-0.000915511,-0.000397602
8/07/96 7:00,1.5292,1.529,1.5291,0.64877507,0.488891758,101,57,-44,0,13,0.00045786,0.000198846
8/07/96 8:00,1.5302,1.53,1.5301,0.593078767,0.469929073,177,85,-92,0,-7,0.000653723,0.000283908
8/07/96 9:00,1.5297,1.5297,1.5297,0.210878394,0.522812905,226,110,-116,1,-6,-0.000326808,-0.000141931
8/07/96 10:00,1.5309,1.5308,1.53085,0.447213595,0.562664117,224,118,-106,1,12,0.00078416,0.000340556
8/07/96 11:00,1.5302,1.5301,1.53015,0.502945867,0.328449064,217,132,-85,4,47,-0.000457352,-0.000198625
8/07/96 12:00,1.5301,1.5303,1.5302,0.821122661,0.751311984,137,66,-71,0,-5,-6.54E-05,-2.83825E-05
8/07/96 13:00,1.5291,1.529,1.52905,1.06126711,0.714938014,290,107,-183,0,-76,-0.000653766,-0.000283927
8/07/96 14:00,1.5282,1.5281,1.52815,0.511385521,0.501739399,247,93,-154,0,-61,-0.000588755,-0.000255693
8/07/96 15:00,1.5273,1.5271,1.5272,0.531436019,0.622312403,320,144,-176,0,-32,-0.000589102,-0.000255844
8/07/96 16:00,1.5277,1.5281,1.5279,0.723784247,0.439265917,195,95,-100,1,-5,0.000261866,0.000113727
8/07/96 17:00,1.5287,1.5288,1.52875,0.712868724,0.984424151,182,102,-80,1,22,0.000654365,0.000284187
8/07/96 18:00,1.5285,1.5276,1.52805,0.794440913,0.40854509,61,37,-24,0,13,-0.000130839,-5.68225E-05
9/07/96 6:00,1.5249,1.5247,1.5248,0.151657509,0.265945996,34,7,-27,0,-20,-0.002358028,-0.001024079
9/07/96 7:00,1.5248,1.5246,1.5247,0.341653732,0.612891804,143,52,-91,1,-39,-6.56E-05,-2.84811E-05
9/07/96 8:00,1.5251,1.5251,1.5251,0.41083802,0.494208887,221,86,-135,1,-49,0.000196728,8.54378E-05
9/07/96 9:00,1.5239,1.5239,1.5239,0.634548276,0.436931449,335,150,-185,3,-35,-0.000787143,-0.000341852
9/07/96 10:00,1.5238,1.5237,1.52375,0.202072594,0.580164553,258,126,-132,2,-6,-6.56E-05,-2.84998E-05
9/07/96 11:00,1.5242,1.5241,1.52415,0.528863848,0.589812502,191,96,-95,0,1,0.000262467,0.000113988
9/07/96 12:00,1.5242,1.5244,1.5243,0.277434131,0.262274434,139,83,-56,0,27,0,0
9/07/96 13:00,1.5238,1.5238,1.5238,0.301511345,0.253460893,113,63,-50,0,13,-0.000262467,-0.000113988
9/07/96 14:00,1.523,1.5229,1.52295,0.666515134,0.783301095,300,139,-161,1,-22,-0.000525141,-0.000228066
9/07/96 15:00,1.5233,1.5231,1.5232,0.67059449,0.37859389,228,115,-113,2,2,0.00019696,8.55387E-05
9/07/96 16:00,1.5231,1.5237,1.5234,0.612001188,0.549103953,182,100,-82,2,18,-0.000131303,-5.7024E-05
9/07/96 17:00,1.5255,1.5241,1.5248,0.725457014,0.939495351,124,66,-58,1,8,0.001574494,0.000683794
9/07/96 18:00,1.5245,1.5245,1.5245,0.220479276,0.675546916,94,55,-39,0,16,-0.000655738,-0.000284783
10/07/96 6:00,1.5261,1.5262,1.52615,0.612463151,0.829521585,62,17,-45,2,-28,0.001048974,0.000455564
10/07/96 7:00,1.5262,1.5259,1.52605,0.273030135,0.756894239,62,39,-23,0,16,6.55E-05,2.84569E-05
10/07/96 8:00,1.5254,1.5253,1.52535,0.62395367,0.322865954,155,89,-66,0,23,-0.000524315,-0.000227707
10/07/96 9:00,1.5242,1.5243,1.52425,0.708979206,0.681520137,259,136,-123,0,13,-0.000786988,-0.000341785
10/07/96 10:00,1.5248,1.5249,1.52485,0.235326981,0.741568771,159,84,-75,2,9,0.000393572,0.000170926
10/07/96 11:00,1.5251,1.5251,1.5251,0.355370059,0.302890119,165,82,-83,0,-1,0.000196728,8.54378E-05
10/07/96 12:00,1.5252,1.5249,1.52505,0.364317544,0.269117525,111,57,-54,1,3,6.56E-05,2.84755E-05
10/07/96 13:00,1.5248,1.5248,1.5248,0.23677121,0.314666731,144,74,-70,0,4,-0.000262295,-0.000113913
10/07/96 14:00,1.5243,1.525,1.52465,0.558949231,0.479504163,141,64,-77,0,-13,-0.000327966,-0.000142434
10/07/96 15:00,1.5247,1.5246,1.52465,0.64543854,0.301008406,162,80,-82,1,-2,0.000262381,0.000113951
10/07/96 16:00,1.5247,1.5248,1.52475,0.133711585,0.246797672,144,74,-70,0,4,0,0
10/07/96 17:00,1.5267,1.527,1.52685,0.843513575,0.743252476,118,66,-52,1,14,0.001310874,0.000569305
10/07/96 18:00,1.526,1.5268,1.5264,0.569697776,0.380788655,74,45,-29,1,16,-0.00045861,-0.000199172
11/07/96 6:00,1.525,1.5262,1.5256,1.190238071,0.571130875,21,7,-14,0,-7,-0.000655523,-0.00028469
11/07/96 7:00,1.5261,1.5266,1.52635,0.507827617,1.076701312,68,26,-42,0,-16,0.000721051,0.000313149
11/07/96 8:00,1.5259,1.5258,1.52585,0.804758575,0.663735983,118,56,-62,1,-6,-0.000131062,-5.69193E-05
11/07/96 9:00,1.5261,1.5262,1.52615,0.21514618,0.626860866,136,75,-61,1,14,0.000131062,5.69193E-05
11/07/96 10:00,1.5261,1.5266,1.52635,0.144337567,0.219330939,131,65,-66,1,-1,0,0
11/07/96 11:00,1.5253,1.5254,1.52535,0.330633002,0.3680415,161,76,-85,3,-9,-0.000524349,-0.000227722
11/07/96 12:00,1.5258,1.5257,1.52575,0.185864075,0.311764285,99,46,-53,1,-7,0.000327751,0.00014234
11/07/96 13:00,1.5263,1.526,1.52615,0.799242065,0.644322524,93,51,-42,1,9,0.000327643,0.000142294
11/07/96 14:00,1.5258,1.5271,1.52645,0.535058762,0.835391398,94,55,-39,2,16,-0.000327643,-0.000142294
11/07/96 15:00,1.5258,1.5258,1.5258,0.147093044,0.439696865,108,50,-58,0,-8,0,0
11/07/96 16:00,1.5229,1.5227,1.5228,0.985347193,1.10068849,261,123,-138,0,-15,-0.001902451,-0.000826224
11/07/96 17:00,1.521,1.521,1.521,0.521942758,1.068665268,392,148,-244,1,-96,-0.001248399,-0.000542173
11/07/96 18:00,1.5214,1.5217,1.52155,0.25,0.876770935,82,35,-47,0,-12,0.00026295,0.000114198
12/07/96 6:00,1.522,1.5207,1.52135,0.855569985,0.365148372,18,8,-10,0,-2,0.000394296,0.000171241
12/07/96 7:00,1.5207,1.5209,1.5208,0.604152299,0.177951304,57,32,-25,0,7,-0.000854504,-0.000371106
12/07/96 8:00,1.521,1.5206,1.5208,0.202072594,0.540131858,118,55,-63,1,-8,0.000197258,8.56681E-05
12/07/96 9:00,1.5192,1.5194,1.5193,0.407505345,0.686669609,307,134,-173,0,-39,-0.001184133,-0.000514262
12/07/96 10:00,1.5191,1.5188,1.51895,0.514349643,0.663408706,344,154,-190,0,-36,-6.58E-05,-2.8588E-05
12/07/96 11:00,1.5191,1.5193,1.5192,0.185592145,0.586893895,125,54,-71,0,-17,0,0
12/07/96 12:00,1.5193,1.5174,1.51835,0.21514618,0.598229712,115,64,-51,1,13,0.000131648,5.71741E-05
12/07/96 13:00,1.5187,1.5186,1.51865,0.347283833,0.550137724,116,55,-61,3,-6,-0.000394997,-0.000171545
12/07/96 14:00,1.5197,1.5197,1.5197,0.689312349,1.008899791,382,176,-206,0,-30,0.000658241,0.000285871
12/07/96 15:00,1.5205,1.5204,1.52045,0.404519917,0.397339638,258,133,-125,1,8,0.000526281,0.000228561
12/07/96 16:00,1.5228,1.5227,1.52275,0.809180281,0.726291952,354,181,-173,0,8,0.001511517,0.000656444
12/07/96 17:00,1.5217,1.5217,1.5217,0.660750262,0.345972498,134,70,-64,0,6,-0.000722615,-0.000313828
12/07/96 18:00,1.5235,1.5232,1.52335,0.730037359,0.967298644,84,47,-37,0,10,0.001182188,0.000513418
15/07/96 6:00,1.523,1.5228,1.5229,0.206155281,0.761577311,17,5,-12,0,-7,-0.000328246,-0.000142555
15/07/96 7:00,1.5245,1.5251,1.5248,0.633173824,0.840021645,99,41,-58,0,-17,0.000984414,0.000427525
15/07/96 8:00,1.5241,1.5238,1.52395,0.611010093,0.62788727,298,139,-159,2,-20,-0.000262416,-0.000113966
15/07/96 9:00,1.5234,1.5215,1.52245,0.219330939,0.647840235,181,81,-100,0,-19,-0.000459393,-0.000199512
15/07/96 10:00,1.5239,1.5237,1.5238,0.388079967,0.559964826,122,59,-63,1,-4,0.000328159,0.000142518
15/07/96 11:00,1.5239,1.5242,1.52405,0.449494666,0.437884031,142,79,-63,0,16,0,0
15/07/96 12:00,1.5242,1.5241,1.52415,0.200567377,0.14832397,109,64,-45,0,19,0.000196844,8.54882E-05
15/07/96 13:00,1.5248,1.5245,1.52465,0.216724934,0.1197219,111,76,-35,0,41,0.000393572,0.000170926
15/07/96 14:00,1.5227,1.5226,1.52265,0.65064071,0.585584401,233,120,-113,0,7,-0.001378179,-0.000598536
15/07/96 15:00,1.5208,1.5207,1.52075,1.130727843,0.867030809,382,170,-212,2,-42,-0.001248563,-0.000542244
15/07/96 16:00,1.519,1.5188,1.5189,0.718584467,0.722527131,318,141,-177,1,-36,-0.001184289,-0.00051433
15/07/96 17:00,1.5199,1.5198,1.51985,0.621032864,1.028200841,231,106,-125,0,-19,0.00059232,0.000257241
15/07/96 18:00,1.5173,1.5188,1.51805,1.265086734,0.59029183,76,33,-43,1,-10,-0.001712104,-0.000743557
16/07/96 6:00,1.513,1.511,1.512,0.164316767,1.143459663,45,11,-34,0,-23,-0.002838005,-0.00123253
16/07/96 7:00,1.5116,1.5115,1.51155,0.774987781,0.797268063,150,58,-92,2,-34,-0.000925742,-0.000402045
16/07/96 8:00,1.513,1.5118,1.5124,1.029967637,0.616932785,365,180,-185,1,-5,0.000925742,0.000402045
16/07/96 9:00,1.5096,1.5096,1.5096,1.444949407,1.474531256,702,318,-384,0,-66,-0.00224972,-0.000977041
16/07/96 10:00,1.509,1.5091,1.50905,0.779860127,0.558949231,341,160,-181,0,-21,-0.000397535,-0.000172647
16/07/96 11:00,1.5085,1.5085,1.5085,0.706892474,0.647372311,325,151,-174,1,-23,-0.0003314,-0.000143925
16/07/96 12:00,1.5006,1.5006,1.5006,3.473492697,3.512014013,949,474,-475,0,-1,-0.005250751,-0.002280372
16/07/96 13:00,1.5028,1.5031,1.50295,1.079105971,1.06372701,454,195,-259,3,-64,0.001465007,0.000636244
16/07/96 14:00,1.501,1.5011,1.50105,1.077736123,1.332802925,581,286,-295,2,-9,-0.001198482,-0.000520494
16/07/96 15:00,1.5001,1.5,1.50005,0.828424939,0.632635181,422,204,-218,1,-14,-0.00059978,-0.000260481
16/07/96 16:00,1.4924,1.4924,1.4924,3.946997324,4.028337126,862,398,-464,1,-66,-0.00514621,-0.002234971
16/07/96 17:00,1.4893,1.4894,1.48935,1.925486951,1.634569724,376,181,-195,0,-14,-0.002079351,-0.000903051
16/07/96 18:00,1.471,1.471,1.471,6.96412343,6.848556583,320,144,-176,1,-32,-0.012363769,-0.005369517
17/07/96 6:00,1.485,1.4849,1.48495,0.587603419,0.773422147,61,27,-34,0,-7,0.009472331,0.004113781
17/07/96 7:00,1.485,1.484,1.4845,0.903830233,0.707813535,92,61,-31,0,30,0,0
17/07/96 8:00,1.4847,1.4835,1.4841,1.004648288,0.909003784,321,152,-169,1,-17,-0.000202041,-8.77451E-05
17/07/96 9:00,1.4891,1.489,1.48905,1.287939393,1.234694171,869,433,-436,0,-3,0.002959179,0.001285155
17/07/96 10:00,1.4915,1.4913,1.4914,1.085824641,0.890692614,739,358,-381,1,-23,0.001610414,0.000699394
17/07/96 11:00,1.4893,1.489,1.48915,0.550206573,0.606717447,336,146,-190,1,-44,-0.001476114,-0.000641068
17/07/96 12:00,1.4909,1.4906,1.49075,1.700445574,1.446835628,466,258,-208,0,50,0.001073754,0.000466325
17/07/96 13:00,1.489,1.4888,1.4889,1.206422209,1.045444664,334,189,-145,2,44,-0.001275211,-0.000553817
17/07/96 14:00,1.4849,1.4845,1.4847,1.594593137,1.59848413,718,336,-382,1,-46,-0.002757324,-0.001197491
17/07/96 15:00,1.4859,1.4858,1.48585,1.449033115,1.417317141,604,329,-275,1,54,0.000673219,0.000292375
17/07/96 16:00,1.4869,1.4876,1.48725,1.021881805,1.264521709,410,217,-193,0,24,0.000672766,0.000292179
17/07/96 17:00,1.4848,1.4846,1.4847,0.837565013,0.67689129,227,82,-145,0,-63,-0.001413333,-0.000613803
17/07/96 18:00,1.4858,1.4857,1.48575,1.094365736,0.791661085,120,66,-54,0,12,0.000673265,0.000292395
18/07/96 6:00,1.491,1.4891,1.49005,0.780720058,0.707106781,81,41,-40,0,1,0.003493688,0.001517289
18/07/96 7:00,1.489,1.489,1.489,0.590531348,0.608873774,109,63,-46,1,17,-0.001342282,-0.000582946
18/07/96 8:00,1.488,1.4882,1.4881,0.949122402,0.729206709,297,160,-137,0,23,-0.000671817,-0.000291767
18/07/96 9:00,1.4902,1.4903,1.49025,0.770428846,0.816264589,406,237,-169,0,68,0.001477403,0.000641628
18/07/96 10:00,1.4893,1.4893,1.4893,0.504524979,0.47887178,351,169,-182,0,-13,-0.000604128,-0.00026237
18/07/96 11:00,1.4914,1.4915,1.49145,0.940341653,1.034700952,406,220,-186,2,34,0.001409065,0.000611949
18/07/96 12:00,1.4919,1.4918,1.49185,0.668047812,0.621520618,532,266,-266,1,0,0.000335199,0.000145575
18/07/96 13:00,1.4944,1.4941,1.49425,0.517789591,0.569848465,251,124,-127,4,-3,0.001674313,0.000727145
18/07/96 14:00,1.4878,1.4871,1.48745,2.758609114,2.997675867,742,330,-412,0,-82,-0.00442627,-0.001922305
18/07/96 15:00,1.4882,1.488,1.4881,0.57419245,0.568024221,404,181,-223,1,-42,0.000268817,0.000116746
18/07/96 16:00,1.4917,1.4917,1.4917,1.46401275,1.236165871,376,200,-176,0,24,0.002349073,0.00102019
18/07/96 17:00,1.4868,1.4876,1.4872,1.315265845,1.216147668,320,156,-164,0,-8,-0.00329025,-0.001428937
18/07/96 18:00,1.4884,1.488,1.4882,1.034408043,1.121605991,200,96,-104,0,-8,0.001075558,0.000467109
19/07/96 6:00,1.4931,1.49,1.49155,0.509901951,1.101514109,11,6,-5,0,1,0.003152778,0.001369234
19/07/96 7:00,1.493,1.493,1.493,0.516666667,0.672985209,71,40,-31,0,9,-6.70E-05,-2.90877E-05
19/07/96 8:00,1.4929,1.493,1.49295,0.9774348,0.745897873,221,125,-96,1,29,-6.70E-05,-2.90897E-05
19/07/96 9:00,1.4953,1.4953,1.4953,0.69084928,0.833212112,391,209,-182,3,27,0.001606319,0.000697615
19/07/96 10:00,1.4924,1.4926,1.4925,0.90386376,0.85262518,449,202,-247,3,-45,-0.001941293,-0.000843093
19/07/96 11:00,1.4916,1.4922,1.4919,0.354516316,0.423101822,225,93,-132,1,-39,-0.000536193,-0.000232866
19/07/96 12:00,1.49,1.4908,1.4904,0.757387855,0.563807403,131,61,-70,3,-9,-0.001073249,-0.000466106
19/07/96 13:00,1.4917,1.4921,1.4919,0.394181161,0.398481968,122,56,-66,1,-10,0.001140289,0.000495221
19/07/96 14:00,1.491,1.4909,1.49095,0.768065259,0.826227278,260,147,-113,3,34,-0.000469373,-0.000203846
19/07/96 15:00,1.4915,1.4915,1.4915,0.475697255,0.686669609,218,111,-107,0,4,0.000335289,0.000145614
19/07/96 16:00,1.4879,1.488,1.48795,1.329017637,1.695157989,364,157,-207,0,-50,-0.002416595,-0.001049514
19/07/96 17:00,1.4882,1.4885,1.48835,0.575444492,0.597659577,152,74,-78,0,-4,0.000201606,8.75564E-05
19/07/96 18:00,1.4877,1.4879,1.4878,0.840454423,0.989451945,108,61,-47,0,14,-0.000336033,-0.000145937
22/07/96 6:00,1.4925,1.4925,1.4925,0.506916448,0.618600571,27,20,-7,0,13,0.003221263,0.001398977
22/07/96 7:00,1.4942,1.4941,1.49415,0.799242065,0.952423809,124,84,-40,2,44,0.00113838,0.000494392
22/07/96 8:00,1.4925,1.4923,1.4924,0.662124679,0.934685168,221,127,-94,0,33,-0.00113838,-0.000494392
22/07/96 9:00,1.4925,1.4925,1.4925,0.679349065,0.487028715,320,164,-156,0,8,0,0
22/07/96 10:00,1.4916,1.4918,1.4917,0.407784108,0.490516117,334,134,-200,2,-66,-0.000603197,-0.000261965
22/07/96 11:00,1.4917,1.4915,1.4916,0.359608373,0.29336088,216,111,-105,0,6,6.70E-05,2.9115E-05
22/07/96 12:00,1.4904,1.4904,1.4904,0.524837637,0.519615242,221,80,-141,0,-61,-0.000871869,-0.000378648
22/07/96 13:00,1.4908,1.4906,1.4907,0.380987552,0.52245052,207,109,-98,1,11,0.000268348,0.000116542
22/07/96 14:00,1.4903,1.4902,1.49025,0.5,0.618588324,203,104,-99,3,5,-0.000335447,-0.000145683
22/07/96 15:00,1.4879,1.4878,1.48785,1.150592733,1.465435089,510,242,-268,1,-26,-0.001611712,-0.000699958
22/07/96 16:00,1.4863,1.4864,1.48635,0.654124444,0.703239258,251,123,-128,2,-5,-0.00107592,-0.000467266
22/07/96 17:00,1.4829,1.4827,1.4828,1.691758096,1.529111447,305,149,-156,2,-7,-0.00229018,-0.000994613
22/07/96 18:00,1.4851,1.4848,1.48495,1.213903046,0.830616784,202,80,-122,0,-42,0.00148248,0.000643833
23/07/96 6:00,1.4817,1.482,1.48185,0.543139025,0.831063576,22,12,-10,1,2,-0.002292033,-0.000995417
23/07/96 7:00,1.4823,1.4823,1.4823,0.605580113,0.811284055,77,43,-34,1,9,0.000404858,0.000175828
23/07/96 8:00,1.4814,1.4816,1.4815,0.631676461,0.681075353,203,81,-122,4,-41,-0.000607349,-0.000263768
23/07/96 9:00,1.4829,1.483,1.48295,0.580164553,0.585429136,392,197,-195,1,2,0.001012043,0.000439525
23/07/96 10:00,1.4835,1.4832,1.48335,0.534846339,0.22563043,365,176,-189,2,-13,0.000404531,0.000175685
23/07/96 11:00,1.484,1.4839,1.48395,0.274551977,0.646435448,264,156,-108,1,48,0.000336984,0.00014635
23/07/96 12:00,1.4832,1.4832,1.4832,0.339674532,0.419595765,153,61,-92,1,-31,-0.000539229,-0.000234184
23/07/96 13:00,1.4836,1.4836,1.4836,0.408619257,0.320392751,107,55,-52,1,3,0.000269651,0.000117108
23/07/96 14:00,1.4843,1.4847,1.4845,0.457926817,0.466043957,217,138,-79,2,59,0.000471714,0.000204863
23/07/96 15:00,1.4863,1.4862,1.48625,0.73045233,0.858601753,447,244,-203,3,41,0.00134653,0.00058479
23/07/96 16:00,1.489,1.4891,1.48905,1.514075375,1.093056598,402,180,-222,0,-42,0.001814944,0.00078822
23/07/96 17:00,1.4904,1.4903,1.49035,0.43658454,0.377391365,205,106,-99,0,7,0.000939787,0.000408144
23/07/96 18:00,1.4901,1.492,1.49105,0.575444492,1.034078422,131,76,-55,0,21,-0.000201309,-8.74272E-05
24/07/96 6:00,1.4912,1.491,1.4911,0.293582146,0.25,21,11,-10,0,1,0.000737933,0.00032048
24/07/96 7:00,1.4905,1.4905,1.4905,0.640253264,0.356526452,71,32,-39,1,-7,-0.000469531,-0.000203915
24/07/96 8:00,1.4872,1.4872,1.4872,1.160296462,1.172765445,339,145,-194,1,-49,-0.002216477,-0.000962604
24/07/96 9:00,1.4878,1.4862,1.487,0.517789591,0.767670621,400,158,-242,1,-84,0.000403361,0.000175178
24/07/96 10:00,1.4868,1.4868,1.4868,0.633113997,0.559423404,406,181,-225,1,-44,-0.000672359,-0.000292002
