date,price,last_sale_price_in _hour,average_price,sd_of_purchase_prices_in_hour,sd_of _sale_prices_in_hour,number_of_trades,number_of_buys,number_of_announcements,order_flow,change_price
22/08/96 9:00,1.4843,1.4841,1.4842,0.772785203,0.250302847,253,36,2,15,0.001550754
22/08/96 10:00,1.4841,1.484,1.48405,0.67689129,0.150504203,249,19,1,83,-0.000134753
22/08/96 11:00,1.4844,1.4842,1.4843,0.531721048,0.234843597,167,0,1,-11,0.000202122
22/08/96 12:00,1.491,1.4916,1.4913,1.950349619,2.048946514,324,36,2,60,0.004436386
22/08/96 13:00,1.4957,1.4955,1.4956,2.351192476,2.128379665,1091,102,1,209,0.003147289
22/08/96 14:00,1.4929,1.4929,1.4929,0.911874526,1.06894879,470,64,1,-36,-0.001873788
22/08/96 15:00,1.4934,1.4934,1.4934,0.407784108,0.481396328,276,47,0,2,0.000334863
22/08/96 16:00,1.4956,1.496,1.4958,0.687992248,0.915357191,254,28,0,46,0.001472065
22/08/96 17:00,1.4918,1.4919,1.49185,1.518047989,1.415391583,287,89,1,-33,-0.00254402
22/08/96 18:00,1.4924,1.4917,1.49205,1.006343516,0.340854541,110,146,1,-14,0.000402118
23/08/96 6:00,1.488,1.4887,1.48835,0.536449231,0.593950989,42,233,1,0,-0.002952626
23/08/96 7:00,1.4907,1.4905,1.4906,0.746912838,0.610700045,164,412,1,-24,0.001812872
23/08/96 8:00,1.4918,1.4917,1.49175,0.546268332,0.277843427,245,256,4,-7,0.000737636
23/08/96 9:00,1.4902,1.49,1.4901,0.592119971,0.969848473,362,270,3,4,-0.001073105
23/08/96 10:00,1.4915,1.4903,1.4909,0.71663143,0.573862511,234,141,3,-32,0.000871986
23/08/96 11:00,1.4901,1.4901,1.4901,0.383761289,0.23915888,149,383,1,5,-0.000939093
23/08/96 12:00,1.4896,1.4893,1.48945,0.467990546,0.450168319,201,382,1,-3,-0.000335604
23/08/96 13:00,1.4883,1.4886,1.48845,0.798673142,0.80094641,304,350,1,-46,-0.000873099
23/08/96 14:00,1.4877,1.4877,1.4877,0.625408957,0.666515134,343,210,2,-1,-0.000403226
23/08/96 15:00,1.4865,1.4881,1.4873,0.886728752,0.706249162,200,207,2,-2,-0.00080694
23/08/96 16:00,1.4871,1.486,1.48655,0.525919109,0.805050347,186,125,2,4,0.000403551
23/08/96 17:00,1.4855,1.4864,1.48595,0.619139187,0.658280589,115,74,0,5,-0.001076499
23/08/96 18:00,1.4791,1.479,1.47905,3.47313281,3.181861472,290,36,0,-60,-0.004317621
26/08/96 6:00,1.4781,1.4781,1.4781,0.754036755,0.116904519,22,45,0,-2,-0.000676315
26/08/96 7:00,1.4791,1.479,1.47905,0.560843521,0.317089033,61,17,2,-9,0.000676315
26/08/96 8:00,1.4805,1.4793,1.4799,0.704692067,0.904868984,161,24,2,3,0.000946074
26/08/96 9:00,1.4786,1.4786,1.4786,0.231431644,0.304511531,164,0,0,-8,-0.001284174
26/08/96 10:00,1.4775,1.4773,1.4774,0.431698548,0.360555128,298,27,0,-24,-0.000744224
26/08/96 11:00,1.4782,1.4777,1.47795,0.241679728,0.327062222,199,38,1,-23,0.000473661
26/08/96 12:00,1.4779,1.4778,1.47785,0.163299316,0.302371578,78,58,1,-4,-0.00020297
26/08/96 13:00,1.4788,1.4787,1.47875,0.350324525,0.864355894,118,40,1,20,0.000608787
26/08/96 14:00,1.477,1.477,1.477,0.905663995,0.861288675,238,29,0,-66,-0.001217945
26/08/96 15:00,1.4776,1.4777,1.47765,0.31079078,0.421037679,194,28,1,4,0.000406146
26/08/96 16:00,1.478,1.4779,1.47795,0.428174419,0.412218683,112,134,0,-12,0.000270673
26/08/96 17:00,1.4796,1.4796,1.4796,0.647840235,0.867030809,129,359,0,19,0.001081958
26/08/96 18:00,1.4797,1.4799,1.4798,0.364067926,0.216712449,40,843,0,20,6.76E-05
27/08/96 6:00,1.4768,1.4769,1.47685,0.49272485,0.194079022,32,613,0,4,-0.00196178
27/08/96 7:00,1.4746,1.4745,1.47455,0.726636085,0.712018045,186,263,0,-18,-0.001490818
27/08/96 8:00,1.4746,1.4746,1.4746,0.43275019,0.799005063,343,345,2,-5,0
27/08/96 9:00,1.4752,1.4753,1.47525,0.401040314,0.685510206,276,212,0,-32,0.000406807
27/08/96 10:00,1.4756,1.4762,1.4759,0.274689908,0.367938565,205,234,1,31,0.000271113
27/08/96 11:00,1.475,1.4747,1.47485,0.372847357,0.530008576,210,303,0,-12,-0.000406697
27/08/96 12:00,1.4751,1.4748,1.47495,0.778644899,0.798862828,157,434,0,-35,6.78E-05
27/08/96 13:00,1.4752,1.4747,1.47495,0.50871198,0.398767039,89,160,1,-1,6.78E-05
27/08/96 14:00,1.4763,1.4764,1.47635,0.562946792,0.647793458,242,67,0,34,0.000745384
27/08/96 15:00,1.4779,1.4778,1.47785,0.784460826,0.583095189,261,88,1,17,0.001083204
27/08/96 16:00,1.4779,1.478,1.47795,0.518389113,0.403018911,263,50,0,23,0
27/08/96 17:00,1.4788,1.4799,1.47935,0.793295772,0.861772311,155,34,0,27,0.000608787
27/08/96 18:00,1.479,1.4788,1.4789,0.555795908,0.362284419,83,23,0,5,0.000135236
28/08/96 6:00,1.4817,1.4809,1.4813,1.064633479,0.605805249,39,19,0,9,0.001823894
28/08/96 7:00,1.4799,1.4799,1.4799,0.71789887,0.897935342,193,0,0,-1,-0.001215559
28/08/96 8:00,1.4799,1.4798,1.47985,0.527142095,0.589491306,290,8,1,28,0
28/08/96 9:00,1.4794,1.4792,1.4793,0.177525073,0.393892771,307,84,1,5,-0.000337918
28/08/96 10:00,1.4791,1.4791,1.4791,0.227469612,0.42604595,248,117,2,-4,-0.000202805
28/08/96 11:00,1.4789,1.479,1.47895,0.320392751,0.532290647,212,69,0,18,-0.000135227
28/08/96 12:00,1.4791,1.4791,1.4791,0.728635088,0.344656175,127,34,2,-25,0.000135227
28/08/96 13:00,1.4773,1.4779,1.4776,0.781752111,0.97886762,184,39,1,-16,-0.001217697
28/08/96 14:00,1.4773,1.4778,1.47755,0.519615242,0.543487615,211,74,0,-55,0
28/08/96 15:00,1.4766,1.4764,1.4765,0.65151339,0.86058472,376,201,1,22,-0.00047395
28/08/96 16:00,1.4761,1.4761,1.4761,0.726709062,0.415878042,301,312,0,-23,-0.000338673
28/08/96 17:00,1.4759,1.4745,1.4752,0.35791907,0.583614651,113,404,0,-25,-0.000135501
28/08/96 18:00,1.4765,1.4757,1.4761,0.786630713,0.412218683,66,240,0,-6,0.000406449
29/08/96 6:00,1.478,1.4783,1.47815,0.192353841,0.258843582,17,111,0,5,0.0010154
29/08/96 7:00,1.48,1.4787,1.47935,0.507145906,0.280583807,75,484,0,-7,0.001352265
29/08/96 8:00,1.4757,1.4757,1.4757,1.15941469,1.126808311,237,443,1,-37,-0.002909634
29/08/96 9:00,1.4763,1.4764,1.47635,0.365563078,0.612681637,354,299,2,-18,0.000406504
29/08/96 10:00,1.4765,1.4766,1.47655,0.502418394,0.282306517,207,311,0,17,0.000135465
29/08/96 11:00,1.4759,1.4766,1.47625,0.221564684,0.478064279,153,201,1,7,-0.000406449
29/08/96 12:00,1.4774,1.4774,1.4774,0.6244998,0.433711956,180,90,1,10,0.001015813
29/08/96 13:00,1.478,1.477,1.4775,0.421037679,0.448228838,141,54,5,13,0.000406036
29/08/96 14:00,1.4779,1.4779,1.4779,0.425245027,0.434497271,265,39,2,29,-6.77E-05
29/08/96 15:00,1.4795,1.4796,1.47955,0.573400278,0.671666855,273,20,5,41,0.001082032
29/08/96 16:00,1.4795,1.4795,1.4795,0.444835686,0.433449868,241,44,0,17,0
29/08/96 17:00,1.481,1.4815,1.48125,0.551856371,1.040017482,190,27,1,30,0.001013342
29/08/96 18:00,1.4797,1.4797,1.4797,1.016343714,0.719164077,112,0,0,24,-0.000878171
30/08/96 6:00,1.475,1.4748,1.4749,0.600231437,0.601618188,92,79,0,-18,-0.003181375
30/08/96 7:00,1.4755,1.4756,1.47555,0.456933123,0.497265248,140,127,0,-10,0.000338926
30/08/96 8:00,1.4759,1.4762,1.47605,0.319445542,0.689971453,197,57,0,-49,0.000271058
30/08/96 9:00,1.479,1.4788,1.4789,0.874339578,0.876286932,419,36,1,39,0.002098211
30/08/96 10:00,1.4792,1.4793,1.47925,0.298481003,0.299873711,301,39,1,73,0.000135217
30/08/96 11:00,1.4804,1.4804,1.4804,0.418511069,0.3895413,218,73,1,-8,0.00081092
30/08/96 12:00,1.4818,1.48,1.4809,0.678400525,0.172986249,152,109,1,18,0.000945243
30/08/96 13:00,1.4813,1.481,1.48115,0.435889894,0.582250076,248,188,2,38,-0.000337484
30/08/96 14:00,1.4828,1.483,1.4829,0.464089203,0.769887831,398,676,2,16,0.001012112
30/08/96 15:00,1.4806,1.4805,1.48055,1.178597009,1.01395565,236,447,2,12,-0.001484781
30/08/96 16:00,1.4784,1.4784,1.4784,0.993005844,0.660027548,351,422,1,-71,-0.001486989
30/08/96 17:00,1.4805,1.4805,1.4805,0.92092674,1.092037295,137,214,0,-15,0.001419447
30/08/96 18:00,1.479,1.479,1.479,0.630696264,0.247487373,50,162,0,6,-0.001013685
31/08/96 6:00,1.4818,1.482,1.4819,0.264575131,0.21602469,9,238,0,-1,0.001891381
31/08/96 7:00,1.484,1.4827,1.48335,0.698212002,0.374165739,57,287,0,-15,0.00148358
31/08/96 8:00,1.4826,1.4827,1.48265,0.427377486,0.38720052,165,311,0,5,-0.000943842
31/08/96 9:00,1.4822,1.4835,1.48285,0.415604707,0.358024885,215,148,0,17,-0.000269833
31/08/96 10:00,1.4833,1.483,1.48315,0.372847357,0.382475985,233,76,0,13,0.000741865
31/08/96 11:00,1.4832,1.4833,1.48325,0.686007333,0.183195541,131,51,0,43,-6.74E-05
31/08/96 12:00,1.4831,1.4809,1.482,0.291391645,0.678847062,119,43,0,3,-6.74E-05
31/08/96 13:00,1.4833,1.4832,1.48325,0.700129858,0.528474895,69,21,0,9,0.000134844
31/08/96 14:00,1.483,1.4829,1.48295,0.391868098,0.155505042,90,31,0,42,-0.000202272
31/08/96 15:00,1.4856,1.4856,1.4856,1.018287332,1.35165443,166,24,0,8,0.001751668
31/08/96 16:00,1.4867,1.4867,1.4867,0.608824003,0.552871293,111,0,0,19,0.000740168
,,,,,,,60,,,
,,,,,,,74,,,
,,,,,,,52,,,
,,,,,,,45,,,
,,,,,,,13,,,
,,,,,,,64,,,
,,,,,,,85,,,
,,,,,,,204,,,
,,,,,,,284,,,
,,,,,,,177,,,
,,,,,,,159,,,
,,,,,,,150,,,
,,,,,,,444,,,
,,,,,,,223,,,
,,,,,,,178,,,
,,,,,,,245,,,
,,,,,,,317,,,
,,,,,,,76,,,
,,,,,,,60,,,
,,,,,,,46,,,
,,,,,,,23,,,
,,,,,,,5,,,
,,,,,,,3,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,14,,,
,,,,,,,24,,,
,,,,,,,5,,,
,,,,,,,0,,,
,,,,,,,51,,,
,,,,,,,53,,,
,,,,,,,115,,,
,,,,,,,41,,,
,,,,,,,24,,,
,,,,,,,38,,,
,,,,,,,109,,,
,,,,,,,235,,,
,,,,,,,296,,,
,,,,,,,247,,,
,,,,,,,162,,,
,,,,,,,189,,,
,,,,,,,162,,,
,,,,,,,179,,,
,,,,,,,271,,,
,,,,,,,241,,,
,,,,,,,148,,,
,,,,,,,72,,,
,,,,,,,43,,,
,,,,,,,31,,,
,,,,,,,10,,,
,,,,,,,28,,,
,,,,,,,25,,,
,,,,,,,0,,,
,,,,,,,31,,,
,,,,,,,34,,,
,,,,,,,24,,,
,,,,,,,41,,,
,,,,,,,9,,,
,,,,,,,55,,,
,,,,,,,77,,,
,,,,,,,210,,,
,,,,,,,220,,,
,,,,,,,245,,,
,,,,,,,252,,,
,,,,,,,171,,,
,,,,,,,317,,,
,,,,,,,228,,,
,,,,,,,253,,,
,,,,,,,206,,,
,,,,,,,258,,,
,,,,,,,151,,,
,,,,,,,46,,,
,,,,,,,35,,,
,,,,,,,35,,,
,,,,,,,49,,,
,,,,,,,83,,,
,,,,,,,0,,,
,,,,,,,41,,,
,,,,,,,132,,,
,,,,,,,160,,,
,,,,,,,57,,,
,,,,,,,18,,,
,,,,,,,30,,,
,,,,,,,100,,,
,,,,,,,283,,,
,,,,,,,509,,,
,,,,,,,268,,,
,,,,,,,24,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,32,,,
,,,,,,,80,,,
,,,,,,,69,,,
,,,,,,,103,,,
,,,,,,,85,,,
,,,,,,,180,,,
,,,,,,,72,,,
,,,,,,,23,,,
,,,,,,,4,,,
,,,,,,,2,,,
,,,,,,,3,,,
,,,,,,,14,,,
,,,,,,,4,,,
,,,,,,,0,,,
,,,,,,,12,,,
,,,,,,,29,,,
,,,,,,,27,,,
,,,,,,,49,,,
,,,,,,,37,,,
,,,,,,,23,,,
,,,,,,,166,,,
,,,,,,,175,,,
,,,,,,,182,,,
,,,,,,,116,,,
,,,,,,,219,,,
,,,,,,,112,,,
,,,,,,,79,,,
,,,,,,,478,,,
,,,,,,,226,,,
,,,,,,,179,,,
,,,,,,,176,,,
,,,,,,,175,,,
,,,,,,,59,,,
,,,,,,,32,,,
,,,,,,,5,,,
,,,,,,,2,,,
,,,,,,,1,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,9,,,
,,,,,,,12,,,
,,,,,,,4,,,
,,,,,,,0,,,
,,,,,,,27,,,
,,,,,,,83,,,
,,,,,,,137,,,
,,,,,,,40,,,
,,,,,,,17,,,
,,,,,,,51,,,
,,,,,,,101,,,
,,,,,,,177,,,
,,,,,,,226,,,
,,,,,,,224,,,
,,,,,,,217,,,
,,,,,,,137,,,
,,,,,,,290,,,
,,,,,,,247,,,
,,,,,,,320,,,
,,,,,,,195,,,
,,,,,,,182,,,
,,,,,,,61,,,
,,,,,,,33,,,
,,,,,,,20,,,
,,,,,,,30,,,
,,,,,,,36,,,
,,,,,,,25,,,
,,,,,,,0,,,
,,,,,,,14,,,
,,,,,,,38,,,
,,,,,,,46,,,
,,,,,,,85,,,
,,,,,,,44,,,
,,,,,,,34,,,
,,,,,,,143,,,
,,,,,,,221,,,
,,,,,,,335,,,
,,,,,,,258,,,
,,,,,,,191,,,
,,,,,,,139,,,
,,,,,,,113,,,
,,,,,,,300,,,
,,,,,,,228,,,
,,,,,,,182,,,
,,,,,,,124,,,
,,,,,,,94,,,
,,,,,,,67,,,
,,,,,,,31,,,
,,,,,,,25,,,
,,,,,,,24,,,
,,,,,,,24,,,
,,,,,,,0,,,
,,,,,,,15,,,
,,,,,,,38,,,
,,,,,,,55,,,
,,,,,,,24,,,
,,,,,,,25,,,
,,,,,,,62,,,
,,,,,,,62,,,
,,,,,,,155,,,
,,,,,,,259,,,
,,,,,,,159,,,
,,,,,,,165,,,
,,,,,,,111,,,
,,,,,,,144,,,
,,,,,,,141,,,
,,,,,,,162,,,
,,,,,,,144,,,
,,,,,,,118,,,
,,,,,,,74,,,
,,,,,,,48,,,
,,,,,,,22,,,
,,,,,,,16,,,
,,,,,,,19,,,
,,,,,,,25,,,
,,,,,,,0,,,
,,,,,,,27,,,
,,,,,,,53,,,
,,,,,,,62,,,
,,,,,,,68,,,
,,,,,,,14,,,
,,,,,,,21,,,
,,,,,,,68,,,
,,,,,,,118,,,
,,,,,,,136,,,
,,,,,,,131,,,
,,,,,,,161,,,
,,,,,,,99,,,
,,,,,,,93,,,
,,,,,,,94,,,
,,,,,,,108,,,
,,,,,,,261,,,
,,,,,,,392,,,
,,,,,,,82,,,
,,,,,,,67,,,
,,,,,,,59,,,
,,,,,,,28,,,
,,,,,,,10,,,
,,,,,,,15,,,
,,,,,,,0,,,
,,,,,,,18,,,
,,,,,,,40,,,
,,,,,,,102,,,
,,,,,,,62,,,
,,,,,,,18,,,
,,,,,,,18,,,
,,,,,,,57,,,
,,,,,,,118,,,
,,,,,,,307,,,
,,,,,,,344,,,
,,,,,,,125,,,
,,,,,,,115,,,
,,,,,,,116,,,
,,,,,,,382,,,
,,,,,,,258,,,
,,,,,,,354,,,
,,,,,,,134,,,
,,,,,,,84,,,
,,,,,,,82,,,
,,,,,,,23,,,
,,,,,,,14,,,
,,,,,,,8,,,
,,,,,,,1,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,8,,,
,,,,,,,14,,,
,,,,,,,6,,,
,,,,,,,0,,,
,,,,,,,11,,,
,,,,,,,25,,,
,,,,,,,39,,,
,,,,,,,35,,,
,,,,,,,6,,,
,,,,,,,17,,,
,,,,,,,99,,,
,,,,,,,298,,,
,,,,,,,181,,,
,,,,,,,122,,,
,,,,,,,142,,,
,,,,,,,109,,,
,,,,,,,111,,,
,,,,,,,233,,,
,,,,,,,382,,,
,,,,,,,318,,,
,,,,,,,231,,,
,,,,,,,76,,,
,,,,,,,88,,,
,,,,,,,163,,,
,,,,,,,40,,,
,,,,,,,25,,,
,,,,,,,19,,,
,,,,,,,0,,,
,,,,,,,54,,,
,,,,,,,106,,,
,,,,,,,119,,,
,,,,,,,80,,,
,,,,,,,15,,,
,,,,,,,45,,,
,,,,,,,150,,,
,,,,,,,365,,,
,,,,,,,702,,,
,,,,,,,341,,,
,,,,,,,325,,,
,,,,,,,949,,,
,,,,,,,454,,,
,,,,,,,581,,,
,,,,,,,422,,,
,,,,,,,862,,,
,,,,,,,376,,,
,,,,,,,320,,,
,,,,,,,241,,,
,,,,,,,116,,,
,,,,,,,50,,,
,,,,,,,37,,,
,,,,,,,36,,,
,,,,,,,0,,,
,,,,,,,20,,,
,,,,,,,216,,,
,,,,,,,102,,,
,,,,,,,88,,,
,,,,,,,36,,,
,,,,,,,61,,,
,,,,,,,92,,,
,,,,,,,321,,,
,,,,,,,869,,,
,,,,,,,739,,,
,,,,,,,336,,,
,,,,,,,466,,,
,,,,,,,334,,,
,,,,,,,718,,,
,,,,,,,604,,,
,,,,,,,410,,,
,,,,,,,227,,,
,,,,,,,120,,,
,,,,,,,47,,,
,,,,,,,26,,,
,,,,,,,29,,,
,,,,,,,25,,,
,,,,,,,19,,,
,,,,,,,0,,,
,,,,,,,20,,,
,,,,,,,47,,,
,,,,,,,55,,,
,,,,,,,126,,,
,,,,,,,27,,,
,,,,,,,81,,,
,,,,,,,109,,,
,,,,,,,297,,,
,,,,,,,406,,,
,,,,,,,351,,,
,,,,,,,406,,,
,,,,,,,532,,,
,,,,,,,251,,,
,,,,,,,742,,,
,,,,,,,404,,,
,,,,,,,376,,,
,,,,,,,320,,,
,,,,,,,200,,,
,,,,,,,86,,,
,,,,,,,16,,,
,,,,,,,26,,,
,,,,,,,13,,,
,,,,,,,11,,,
,,,,,,,0,,,
,,,,,,,17,,,
,,,,,,,28,,,
,,,,,,,55,,,
,,,,,,,49,,,
,,,,,,,24,,,
,,,,,,,11,,,
,,,,,,,71,,,
,,,,,,,221,,,
,,,,,,,391,,,
,,,,,,,449,,,
,,,,,,,225,,,
,,,,,,,131,,,
,,,,,,,122,,,
,,,,,,,260,,,
,,,,,,,218,,,
,,,,,,,364,,,
,,,,,,,152,,,
,,,,,,,108,,,
,,,,,,,40,,,
,,,,,,,26,,,
,,,,,,,6,,,
,,,,,,,7,,,
,,,,,,,3,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,23,,,
,,,,,,,21,,,
,,,,,,,13,,,
,,,,,,,0,,,
,,,,,,,33,,,
,,,,,,,54,,,
,,,,,,,125,,,
,,,,,,,44,,,
,,,,,,,28,,,
,,,,,,,27,,,
,,,,,,,124,,,
,,,,,,,221,,,
,,,,,,,320,,,
,,,,,,,334,,,
,,,,,,,216,,,
,,,,,,,221,,,
,,,,,,,207,,,
,,,,,,,203,,,
,,,,,,,510,,,
,,,,,,,251,,,
,,,,,,,305,,,
,,,,,,,202,,,
,,,,,,,45,,,
,,,,,,,33,,,
,,,,,,,38,,,
,,,,,,,22,,,
,,,,,,,19,,,
,,,,,,,0,,,
,,,,,,,30,,,
,,,,,,,144,,,
,,,,,,,62,,,
,,,,,,,100,,,
,,,,,,,26,,,
,,,,,,,22,,,
,,,,,,,77,,,
,,,,,,,203,,,
,,,,,,,392,,,
,,,,,,,365,,,
,,,,,,,264,,,
,,,,,,,153,,,
,,,,,,,107,,,
,,,,,,,217,,,
,,,,,,,447,,,
,,,,,,,402,,,
,,,,,,,205,,,
,,,,,,,131,,,
,,,,,,,45,,,
,,,,,,,54,,,
,,,,,,,34,,,
,,,,,,,17,,,
,,,,,,,31,,,
,,,,,,,0,,,
,,,,,,,15,,,
,,,,,,,40,,,
,,,,,,,43,,,
,,,,,,,47,,,
,,,,,,,11,,,
,,,,,,,21,,,
,,,,,,,71,,,
,,,,,,,339,,,
,,,,,,,400,,,
,,,,,,,406,,,
,,,,,,,261,,,
,,,,,,,202,,,
,,,,,,,136,,,
,,,,,,,390,,,
,,,,,,,646,,,
,,,,,,,333,,,
,,,,,,,237,,,
,,,,,,,157,,,
,,,,,,,64,,,
,,,,,,,73,,,
,,,,,,,23,,,
,,,,,,,28,,,
,,,,,,,17,,,
,,,,,,,0,,,
,,,,,,,14,,,
,,,,,,,43,,,
,,,,,,,69,,,
,,,,,,,43,,,
,,,,,,,15,,,
,,,,,,,35,,,
,,,,,,,135,,,
,,,,,,,278,,,
,,,,,,,250,,,
,,,,,,,289,,,
,,,,,,,299,,,
,,,,,,,212,,,
,,,,,,,880,,,
,,,,,,,651,,,
,,,,,,,470,,,
,,,,,,,316,,,
,,,,,,,219,,,
,,,,,,,109,,,
,,,,,,,45,,,
,,,,,,,41,,,
,,,,,,,23,,,
,,,,,,,31,,,
,,,,,,,30,,,
,,,,,,,0,,,
,,,,,,,18,,,
,,,,,,,30,,,
,,,,,,,75,,,
,,,,,,,76,,,
,,,,,,,13,,,
,,,,,,,23,,,
,,,,,,,47,,,
,,,,,,,148,,,
,,,,,,,293,,,
,,,,,,,491,,,
,,,,,,,225,,,
,,,,,,,258,,,
,,,,,,,445,,,
,,,,,,,414,,,
,,,,,,,389,,,
,,,,,,,244,,,
,,,,,,,149,,,
,,,,,,,67,,,
,,,,,,,18,,,
,,,,,,,26,,,
,,,,,,,16,,,
,,,,,,,10,,,
,,,,,,,1,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,0,,,
,,,,,,,3,,,
,,,,,,,16,,,
,,,,,,,7,,,
,,,,,,,0,,,
,,,,,,,8,,,
,,,,,,,36,,,
,,,,,,,26,,,
,,,,,,,22,,,
,,,,,,,24,,,
,,,,,,,7,,,
,,,,,,,43,,,
,,,,,,,170,,,
,,,,,,,307,,,
,,,,,,,311,,,
,,,,,,,184,,,
,,,,,,,191,,,
,,,,,,,137,,,
,,,,,,,224,,,
,,,,,,,241,,,
,,,,,,,210,,,
,,,,,,,143,,,
,,,,,,,56,,,
,,,,,,,29,,,
,,,,,,,15,,,
,,,,,,,12,,,
,,,,,,,27,,,
,,,,,,,25,,,
,,,,,,,0,,,
,,,,,,,14,,,
,,,,,,,27,,,
,,,,,,,46,,,
,,,,,,,21,,,
,,,,,,,12,,,
,,,,,,,21,,,
,,,,,,,49,,,
,,,,,,,104,,,
,,,,,,,304,,,
,,,,,,,367,,,
,,,,,,,260,,,
,,,,,,,142,,,
,,,,,,,145,,,
,,,,,,,561,,,
,,,,,,,531,,,
,,,,,,,304,,,
,,,,,,,189,,,
,,,,,,,90,,,
,,,,,,,64,,,
,,,,,,,28,,,
,,,,,,,18,,,
,,,,,,,22,,,
,,,,,,,11,,,
,,,,,,,0,,,
,,,,,,,8,,,
,,,,,,,55,,,
,,,,,,,146,,,
,,,,,,,54,,,
,,,,,,,47,,,
,,,,,,,93,,,
,,,,,,,288,,,
,,,,,,,298,,,
,,,,,,,424,,,
,,,,,,,1022,,,
,,,,,,,345,,,
,,,,,,,317,,,
,,,,,,,328,,,
,,,,,,,212,,,
,,,,,,,424,,,
,,,,,,,407,,,
,,,,,,,160,,,
,,,,,,,85,,,
,,,,,,,39,,,
,,,,,,,32,,,
,,,,,,,25,,,
,,,,,,,22,,,
,,,,,,,13,,,
,,,,,,,0,,,
,,,,,,,18,,,
,,,,,,,46,,,
,,,,,,,48,,,
,,,,,,,54,,,
,,,,,,,27,,,
,,,,,,,25,,,
,,,,,,,100,,,
,,,,,,,247,,,
,,,,,,,220,,,
,,,,,,,280,,,
,,,,,,,207,,,
,,,,,,,96,,,
,,,,,,,100,,,
,,,,,,,321,,,
,,,,,,,381,,,
,,,,,,,501,,,
,,,,,,,147,,,
,,,,,,,69,,,
,,,,,,,117,,,
,,,,,,,28,,,
,,,,,,,25,,,
,,,,,,,21,,,
,,,,,,,16,,,
,,,,,,,0,,,
,,,,,,,12,,,
,,,,,,,82,,,
,,,,,,,70,,,
,,,,,,,139,,,
,,,,,,,30,,,
,,,,,,,60,,,
,,,,,,,122,,,
,,,,,,,247,,,
,,,,,,,298,,,
,,,,,,,187,,,
,,,,,,,246,,,
,,,,,,,105,,,
,,,,,,,96,,,
,,,,,,,602,,,
,,,,,,,397,,,
